AB,AB
AK,AK
AL,AL
ALABAMA,AL
ALASKA,AK
ALBERTA,AB
AR,AR
ARIZONA,AZ
ARKANSAS,AR
AZ,AZ
BC,BC
B C,BC
BRITISH COLUMBIA,BC
CA,CA
CALIFORNIA,CA
CO,CO
COLORADO,CO
CONN,CT
CONNECTICUT,CT
CT,CT
D C,DC
D OF C,DC
DC,DC
DE,DE
DELAWARE,DE
DISTRICT COLUMBIA,DC
DISTRICT OF COLUMBIA,DC
FL,FL
FLORIDA,FL
GA,GA
GEORGIA,GA
HAWAII,HI
HI,HI
IA,IA
ID,ID
IDAHO,ID
IL,IL
ILLINOIS,IL
IN,IN
INDIANA,IN
IOWA,IA
IPE,IPE
KANSAS,KS
KENTUCKY,KY
KS,KS
KY,KY
LA,LA
LOUISIANA,LA
MA,MA
MAINE,ME
MANITOBA,MB
MARYLAND,MD
MASSACHUSETTS,MA
MB,MB
MD,MD
ME,ME
MI,MI
MICHIGAN,MI
MINNESOTA,MN
MISSISSIPPI,MS
MISSOURI,MO
MN,MN
MO,MO
MONTANA,MT
MS,MS
MT,MT
N CAROLINA,NC
N DAKOTA,ND
N H,NH
N HAMPSHIRE,NH
N J,NJ
N JERSEY,NJ
N M,NM
N MEXICO,NM
N Y,NY
N YORK,NY
NB,NB
NC,NC
ND,ND
NE,NE
NEBRASKA,NE
NEVADA,NV
NEW BRUNSWICK,NB
NEW HAMPSHIRE,NH
NEW JERSEY,NJ
NEW MEXICO,NM
NEW YORK,NY
NEWFOUNDLAND,NF
NF,NF
NH,NH
NJ,NJ
NM,NM
NO CAROLINA,NC
NO DAKOTA,ND
N CAROLINA,NC
NORTH CAROLINA,NC
NORTH DAKOTA,ND
N DAKOTA,ND
NORTHWEST TERRITORIES,NT
NW TERRITORIES,NT
NOVA SCOTIA,NS
NS,NS
NT,NT
NUNAVUT,NV
NV,NV
NY,NY
OH,OH
OHIO,OH
OK,OK
OKLAHOMA,OK
ON,ON
ONTARIO,ON
OR,OR
OREGON,OR
PA,PA
PENN,PA
PENNSYLVANIA,PA
PR,PR
PUERTO RICO,PR
P R,PR
PQ,PQ
PRINCE EDWARD ISLAND,IPE
QC,PQ
QUEBEC,PQ
RHODE ISLAND,RI
RI,RI
R I,RI
ROAD ISLAND,RI
RODE ISLAND,RI
S CAROLINA,SC
S DAKOTA,SD
SASKATCHEWAN,SK
SC,SC
SD,SD
SK,SK
SO CAROLINA,SC
SO DAKOTA,SD
S CAROLINA,SC
SOUTH CAROLINA,SC
S DAKOTA,SD
SOUTH DAKOTA,SD
TENNESSEE,TN
TEXAS,TX
TN,TN
TX,TX
UT,UT
UTAH,UT
VA,VA
VERMONT,VT
VIRGINIA,VA
VT,VT
W V,WV
W VIRGINIA,WV
WA,WA
WASHINGTON,WA
WE VIRGINIA,WV
WEST VIRGINIA,WV
WI,WI
WISCONSIN,WI
WV,WV
WY,WY
WYOMING,WY
YT,YT
YUKON,YT
ILL,IL
TEX,TX
ARIZ,AZ
ARK,AR
CAL,CA
CALIF,CA
CALI,CA
DEL,DE
DELA,DE
COL,CO
COLO,CO
FLOR,FL
HAW,HI
IDA,ID
IND,IN
KAN,KS
KANS,KS
KEN,KY
KENT,KY
LOU,LA
MA,MA
MAIN,ME
MAR,MD
MASS,MA
MICH,MI
MINN,MN
MON,MT
MONT,MT
IND,IN
NEB,NE
NEV,NV
TENN,TN
TEX,TX
VER,VT
VERM,VT
VIR,VA
VIRG,VA
VT,VT
WASH,WA
WIS,WI
WISC,WI
WYO,WY
WYOM,WY
ALBM,AL
ALSK,AK
ARZN,AZ
ARKNS,AR
CLFRN,CA
CLFRNIA,CA
CLRD,CO
CLRDO,CO
CNNCTCT,CT
DLWR,DE
FLRD,FL
GRG,GA
GRGIA,GA
IDH,ID
ILLN,IL
INDN,IN
INDNA,IN
KNSS,KS
KNS,KS
KNTCKY,KY
KNTCK,KY
LSNA,LA
MRYLND,MD
MCHGN,MI
MNNST,MN
MNNSTA,MN
MSSR,MO
MSSRI,MO
MNTN,MT
MNTNA,MT
NCRLN,NC
NCRLNA,NC
NDKT,ND
NDKTA,ND
NHMPSHR,NH
NJRSY,NJ
NMEX,NM
NMXC,NM
NMXCO,NM
NYORK,NY
NYRK,NY
NBRSK,NE
NBRSKA,NE
NVDA,NV
OKLHM,OK
OKLHMA,OK
OKLA,OK
ORGN,OR
PRTO RICO,PR
PRTO RCO,PR
PRT RC,PR
RH ISL,RI
RHD ISL,RI
RHDISL,RI
RHD ISLND,RI
TNNSS,TN
TXS,TX
UTH,UT
VRMNT,VT
VRGNIA,VA
VRGNA,VA
VRGN,VA
WVIRGINIA,WV
WVRGN,WV
WVRGNIA,WV
WVIRGN,WV
WSHNGTN,WA
WSCNSN,WI
WYMNG,WY
